id,query_string,repository_id,repository_url,project_url,version,title,description,language,doi,upload_date,download_date,download_repository_folder,download_project_folder,download_version_folder,download_method
300,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/ICWHVF,2.1,"Chicano Families and Women's Roles, 1977","This study was designed to examine the effects of economic, social, educational, and cultural factors on the family structure of the Chicano family in order to provide a more comprehensive view of the Chicano family than other studies which had been conducted at the time. Fifty Chicano couples in Fresno, CA participated in intensive interviews which covered the topics of husband-wife relationships, decision making, household tasks, child care, extended family network systems, family interactions in social and recreational activities, attitudes toward machismo, male-female roles, general political awareness, and demographic variables. Husbands and wives were interviewed separately by bilingual Chicano interviewers and interviews took approximately 2.5 hours to complete.
<br />  <br />  Fresno was chosen because of the high concentration of Chicanos (over 25%) in the population and care was taken to select approximately equal numbers of working, middle, and upper middle-class families with an equal distribution of housewives and working wives.<br />; <br />  The Murray Research Archive holds 97 original record paper interview questionnaires, and numeric file data from the study.",,10.7910/DVN/ICWHVF,2018-01-22,2026-04-21T00:14:31,harvard-murray-archive,10.7910_DVN_ICWHVF,v2.1,API-CALL
301,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/CTETA1,7.4,"Patterns of Child Rearing, 1951-1958","This study was designed to study child-rearing practices and values: how parents raise their children, the effects of different practices on the children, and the causes of parental choice of one method over another. In 1951-1952, interviews were conducted with 379 suburban mothers who had at least one child in kindergarten. The selection of participants was also based on several other criteria aimed at both reducing the number of potentially confounding variables and ensuring some controlled variation on dimensions of interest (e.g., social class and religious background). In 1958, when the children were approximately 12 years old, the children were recontacted. Of the 379 children in the original sample, 160 participated in the follow-up, along with 377 other sixth graders who had not been in the original study.
<br /><br />

In 1951, each woman was interviewed in her home by a trained interviewer using a standardized schedule. The interview included questions concerning background and demographic characteristics; feeding; toilet training; use of rewards and punishments in teaching (e.g., table manners); sex and modesty training; neatness; assignment of chores; achievement expectations in school; the child's expression of aggression and the parents' reaction; the parents' sharing of child-care tasks, decisions about child training, leisure time activities, and financial matters; the respondent's reactions to the timing of the child; the influence of becoming a mother on work and outside interests; and the differences that the respondent perceived between her current child-rearing practices and her own experiences as a child. The second wave included scales of masculinity-femininity, self-concept, nurturance, adult v. child role choice, aggressive attitude, a story completion measure of guilt, and a realistic test situation for the measure of resistance to guilt.
<br /><br />

The Murray Research Archive holds copies of transcribed interviews and numeric data files for the 1951-1952 study and numeric data files for the 1958 follow-up. The Murray Archive also has data from follow-up studies of this sample conducted in 1963-1964 (Nowlis, Log# 00570); 1965 (Crowne, et al., Log# 00572); 1968 (Edwards, Log# 00575); 1977-1978 (McClelland, Log# 00046); and 1987-1988 (McClelland &amp; Franz, Log# 01012).",,10.7910/DVN/CTETA1,2022-02-20,2026-04-21T00:14:53,harvard-murray-archive,10.7910_DVN_CTETA1,v7.4,API-CALL
302,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/8WG8XD,2.2,"Lives Through Time, 1932-1958","This study focused on the course of adolescent personality development and change, and its relationship to adjustment in later life. The data come from two ongoing longitudinal studies conducted at the Institute of Human Development (IHD). The Berkeley Guidance Study was begun in 1929 by Jean Macfarlane; participants were families with a 21-month old child. The Oakland Growth Study, a sample of fifth graders and their families, was begun in 1932 by Harold Jones. Both studies were designed to study normal development over time and are still active today at IHD.
<br /><br />  The data set available at the Murray Research Archive is a re-analysis of a subset of the IHD data obtained from 171 participants (drawn from an original sample of 460) when they were young adolescents, older adolescents and adults (in their thirties). Data from these waves were coded and analyzed by Block for his book, Lives Through Time (Berkeley: Bancroft, 1971). The sample was assessed again when participants were in their forties (1968-1969). This fourth wave was analyzed for
numerous questions, many of which are presented in Present and Past in Middle Life, edited by Eichorn, Clausen, and others (New York: Academic, 1981). This wave is archived separately from the first three waves (see Institute of Human Development, 00627).<br /><br />  The personality data archived at the center were obtained by using variations of Block's California Q-Sort. The material used came from ""case assemblies"" of all information from the IHD files that was presented by the participants, their teachers, or IHD staff. This included such information as school grades, comments and ratings by teachers, ratings of social or interview behavior by IHD staff, intelligence test performance, Rorschach and TAT protocols, peer sociometric ratings, participant's reports of areas of agreement or disagreement with parents, attitudes on various issues, and likes and dislikes. In addition to the Q-Sort information, data from the California Psychological Inventory were obtained for the adults.
<br /><br />  Only numeric file data from this study are available through the Murray Research Archive.",,10.7910/DVN/8WG8XD,2018-02-07,2026-04-21T00:15:42,harvard-murray-archive,10.7910_DVN_8WG8XD,v2.2,API-CALL
303,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/X6B7IM,1.0,"Study of Three-Generational African-American Families, 1984-1986","The purpose of this study was to examine family members' perceptions of their own and other family members' childrearing involvement in diverse African-American family types. Special attention was given to the role of the grandmother in family life and to the nature of extended African-American families. Sixty-four African-American families residing in a southern university community were selected for participation in the study on the basis of family structure (e.g. single-parent or dual-parent families) and grandmother residence (e.g. grandmother living with the family or grandmother living in the local community).
<br /><br />  Participants were interviewed in their homes by two African-American researchers. Grandparents, parents, and children were all interviewed. Measures included a structured interview designed for the purpose of the study, the Bronfenbrenner Parental Behavior Scale, Moos' Family Environment Scale, the Household Task List, and the Performance of Childcare Duties Form. Variables assessed in this study were family structure; grandmother domicile; perceptions of family members' involvement in childcare, including parenting styles and participation in household responsibilities; attitudes towards family members' perceived involvement; attitudes about self and children's school performance; and family environment.
<br />",,10.7910/DVN/X6B7IM,2007-11-28,2026-04-21T00:15:54,harvard-murray-archive,10.7910_DVN_X6B7IM,v1.0,API-CALL
304,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/SAVNKQ,3.2,"Intrafamilial Sexual Socialization: Patterns and Outcomes, 1983","The purpose of this study was to describe and account for patterns of parental involvement and non-involvement in the socialization and social control of their teenaged children's sexual values and behaviors. A second objective was to explore the effect and pattern of parental involvement on the teen's sexual attitudes and behavior. The research was funded by the Office of Adolescent Pregnancy Programs of the Department of Health and Human Services and data were collected in 1983. The study covers many topics relating to family relationships and human sexuality including family communication, sexual attitudes, dating behavior, parental supervision and monitoring of teenagers, and physical affection among family members.
<br /><br />

The study includes 92 families from the Detroit area with teenaged children (ages 14-17 years). The families were chosen based on the identification of the focal teenage child as being a leader in school, church or community activities. Forty two of the families are African-American, 50 are white. Approximately one half of the families are one-parent households.<br /><br />

Intensive structured interviews of two to four hours in length were conducted for each mother, father, and a focal teenaged child in the study. Families participated in a structured interaction task and individuals completed several self-administered instruments which included parent time lines (with dates of work, school, marriage, and children), questionnaires on parent/child relationships, teen's attitudes about birth control, teen attitudes about sex roles, parent attitudes about sex roles, parent assessments of their marriage and partner.
<br /><br />

The Murray Research Archive has acquired numeric file data which include data from the self-administered instruments and interviews, as well as audiotapes, text files, and typed transcripts of interviews. Copies of measures and interview protocols are also available.<br/><br />

<b>Audio Data Availability Note:</b> This study contains audio data that have been digitized. There are 895 audio files available.",,10.7910/DVN/SAVNKQ,2022-02-20,2026-04-21T00:16:07,harvard-murray-archive,10.7910_DVN_SAVNKQ,v3.2,API-CALL
305,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/EVFJET,1.2,"Women's Leadership, 1998","<p>The purpose of this study was to explore the leadership styles, career paths, and challenges facing women leaders. The study, conducted by the Radcliffe Public Policy Center, included 453 women who were either members of The Boston Club or the Radcliffe College Alumnae Association.</p>",,10.7910/DVN/EVFJET,2021-11-02,2026-04-21T00:17:28,harvard-murray-archive,10.7910_DVN_EVFJET,v1.2,API-CALL
306,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/CLGGQQ,1.2,"Philadelphia Family Management Study, 1991-2001","This longitudinal study was undertaken to explore how disadvantaged families respond to and manage risk and opportunity in their communities. Of special interest to the research team was the question of whether families alter their children's life chances by successfully adapting their parenting styles to the dangerous and restrictive conditions of living in the inner city. Also, this study addresses how the social organization of the neighborhood - or the absence of organization - leads parents to adopt different techniques of managing their children during adolescence.
<br /><br />  A sample of 489 children between the ages of 11 and 14 and their parents were interviewed. The families lived in predominately White or African American poor and working-class neighborhoods in Philadelphia.<br /><br />  The interviews consisted of a wide range of topics including perceptions of community, parental strategies for managing risks and opportunities, and measures from both parents and children of how the youth were faring. The study gathered enough families from each of
the five different neighborhoods which were racially and economically contrasting to develop aggregate community measures of features of social organization (such as the degree of cohesiveness, the perceived level of social control, the amount of exchange, and social trust), availability and access to resources, size and composition of informal networks, and perceived dangers and opportunities.",,10.7910/DVN/CLGGQQ,2019-05-22,2026-04-21T00:17:38,harvard-murray-archive,10.7910_DVN_CLGGQQ,v1.2,API-CALL
307,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/7LI5FH,3.5,"Binuclear Family Study, 1979-2000","This longitudinal study explored how families respond to and manage divorce and remarriage. Participants were assessed on four occasions beginning in 1979 over a period of twenty years. The focus was mainly on positive outcomes following divorce, such as building a binuclear family, quality of the custody and co-parental arrangement, and remarriage.
<br /><br />

The sample consists of 98 binuclear families, families which span two households. Ex-spouses and their new partners were interviewed three times over a five-year period commencing one year following the divorce. In the first wave of data collection, ex-spouses were interviewed about their feelings about their marriage and divorce, reasons for divorce, custody arrangements, ex-spouse communication, and relationship satisfaction. In wave two, they were interviewed about household composition and family membership, remarriage, living arrangements, custody, co-parenting relationship, current partner, former spouse's current partner, current partner's former spouse, and all the children involved in the binuclear family. At the second wave, 91 new partners of the study participants were interviewed as well. At the third wave of data collection, participants, including 85 new partners, were asked about their current partner relationship (including their current partner's former spouse and current partner's former spouse's current partner), stepchildren and step-parenting, household composition and family membership, former spouse and children, and former spouse's current partner.
<br /><br />

During the fourth wave, which occurred twenty years after the parents' divorce, the children were interviewed about changes in their family structure, their own marriage and relationships, their parents' transition to divorce, family relationships, and their current feelings about divorce.<br /><br />

Participants were randomly selected from the public divorce court records in a Midwestern county. The sample included 28 families with joint custody, 54 families with mother custody, and 16 families with father custody.<br /><br />

The Murray Archive holds additional analogue materials for this study: original record paper data and numeric data files from all four waves of data collection, and electronic text files and audiotape interviews from wave four. If you would like to access these materials, please apply to use the data.",,10.7910/DVN/7LI5FH,2022-09-27,2026-04-21T00:17:49,harvard-murray-archive,10.7910_DVN_7LI5FH,v3.5,API-CALL
308,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/MAOI4Y,2.3,"Adolescent and Family Development Study, 1978-1982","The purpose of this study was to examine adolescent development and psychopathology within the context of the family environment. Three groups of adolescents and their parents were studied: insulin dependent diabetic adolescents; adolescents who were psychiatrically hospitalized in the first year of the study; and nonpatient high school students. There were 57 participants in the diabetic sample, 70 in the psychiatric sample, and 76 in the nonpatient sample. All participants were 14 years old when first contacted.
<br /><br /> Data were collected over a 4-year period, from 1978 to 1982, using a battery of instruments assessing personality and moral development. Interviews were conducted each year, focusing on changes, stresses, and familial and peer relationships. Direct observation of family interactions was also included each year. <br /><br /> The Murray Archive holds additional analogue materials for this study from all four years of the study  Data are available for the psychiatric and nonpatient samples, but not for the diabetic sample. If you would like to access this material, please apply to use the data.",,10.7910/DVN/MAOI4Y,2018-03-22,2026-04-21T00:18:09,harvard-murray-archive,10.7910_DVN_MAOI4Y,v2.3,API-CALL
309,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/2YHMIG,1.2,"Longitudinal Study of Career Development in College-Educated Women, 1967-1981","This study was designed to identify the background, personality, or college experience characteristics that distinguished those women who aspire to enter occupations dominated by men from those women who choose careers in which women are well represented.
<br /><br />  In 1967, a subsample of 200 women seniors were chosen from those tested as first-year students in 1963 in the ""Michigan Student Study: A Study of Students in a Multiversity"" (see Gurin, Log# 00002).<br /><br />  In 1967, an extensive questionnaire was administered to these students. One hundred eighteen of the 200 women agreed to complete additional projective tests to measure personality variables. The questionnaire covered the following areas: (1) educational and occupational achievement of the respondent's parents, and the characteristics of childhood family life; (2) college experiences, including interaction with faculty members, and involvement in extracurricular activities; (3) interests, attitudes, and beliefs of the respondent; and (4) respondent's desires and expectations regarding future life work. The projective personality testing consisted of six verbal cues, four of which were scored for need for achievement and motive to avoid success.<br /><br />  In 1970, 152 of the initial sample of women were recontacted. The interview/questionnaire concentrated on the respondent's educational and occupational experiences and expectations since graduation from college, and also attempted to characterize the participant's current family circumstances (whether married, with children, and so on). In 1981, a follow-up of 117 of the participants was also conducted. The instruments used included four projective cues and an extensive questionnaire which explored career aspirations, support systems, and the role of work, marriage, and motherhood.
<br /><br />  The Murray Research Archive hold numeric data files from all three periods of data collection, as well as the completed questionnaires from the 1970 and 1981 data collections and the projective stories from the 1967 follow-up.",,10.7910/DVN/2YHMIG,2021-11-01,2026-04-21T00:18:19,harvard-murray-archive,10.7910_DVN_2YHMIG,v1.2,API-CALL
310,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/M47HL9,1.3,"Extended Family Support of Single Black Mothers, 1980","The purpose of this study was to determine the role that extended families play in supporting African American single mothers. The sample consists of 320 African American single mothers and 126 of their ""significant others."" All mothers were over 20 years old, worked outside the home, and had children under the age of 18 living at home. Significant others were defined as the person who was most supportive of the respondent; half of these were relatives.
<br /><br />
 The mothers completed a questionnaire inquiring about families of origin and families of procreation as well as the following topics: mobility patterns, significant life events, interactions with family and friends, concerns of single mothers, sources of stress, role conflicts and coping strategies, help-seeking and help-exchange patterns, utilization of services, and race-related attitudes. The questionnaire also assessed mental health and included scales about general well-being, anxiety, self-esteem, degree of control, role satisfaction, and life satisfaction. The questionnaire completed by the significant others included many of the same questions as well as questions about the relationship with the mother.
<br /><br />
 The Murray Research Archive holds both numeric file data, and original record paper data from the mothers and the significant others.",,10.7910/DVN/M47HL9,2024-01-29,2026-04-21T00:18:32,harvard-murray-archive,10.7910_DVN_M47HL9,v1.3,API-CALL
311,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/XV0NAX,1.2,"American Management Association's Survey of Women Business Owners, 1978-1979","This survey was designed to obtain a picture of women business owners, the major problems they encountered and the major determinants of their success. The original study (the Woman Entrepreneur study) was conducted in 1978 by the American Management Association. In 1979 a follow-up (the Woman Small Business Administration study) was conducted to identify the technical assistance needs of these women.
<br /><br />
A list of women business owners was obtained from government agencies and field offices using a nomination technique. Questionnaires were sent to more than 900 women; 284 usable questionnaires (29%) were received. In addition, 40 of the women judged to be the most successful in terms of gross receipts were contacted by female researchers for semistructured telephone interviews. Respondents were from all parts of the United States, and most were under 50 years old. Nearly three-fourths were Caucasian. Of the 284 initial respondents, 95 women (33%) returned the 1979 SBA questionnaire. Only 48 of these 95 can be matched to their 1978 responses.<br /><br />

Business-related variables assessed included duties and activities; type of business; employees; gross receipts; how, when, why and with whom the business was started; capital and financing information; owner's relation with government agencies; present position; and household income. Demographic and personal information covered academic background, work history, marital status, childbearing history, geographic mobility, parental role models and influential factors, and the perceived adequacy of educational and work histories. Finally, recommendations regarding the types of assistance desired from governmental agencies, universities, and other professional organizations were solicited.
<br /><br />
The Murray Research Archive holds numeric file data from both waves of the study.",,10.7910/DVN/XV0NAX,2022-03-30,2026-04-21T00:18:42,harvard-murray-archive,10.7910_DVN_XV0NAX,v1.2,API-CALL
312,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/WRXUDQ,1.3,"Denver Family Development Study, 1980-1992","This study investigated the development of marital distress and examined the effects of preventative approaches to marital discord. One hundred and fifty-six couples planning marriage were recruited for a study of relationship development. Each couple participated in two pre-assessment laboratory sessions during which they completed several self-report measures and engaged in videotaped interaction sessions. Questionnaires focused on relationship satisfaction and expectations; interaction sessions consisted of couples either discussing the most important problem in their own relationship or a hypothetical marital dispute (selected from the Inventory of Marital Conflicts). During half of these interaction sessions, couples used a ""communication box"" to regulate and rate their interaction. This mechanism forced the participants to take turns speaking and allowed the listener to rate the communication s/he just heard.
<br /><br />

After pre-assessment, eighty-six couples were offered the opportunity to participate in the Prevention and Relationship Enhancement Program (PREP), which is a 5-week relationship enhancement program focused around communication and problem-solving skills. Thirty-three couples completed the program, nine partially completed the program and 43 declined participation. The thirty-three couples who participated became the experimental group, while the 43 who declined and the 70 who were not offered intervention served as control groups. All couples then participated in a post-assessment laboratory session which included self-report measures and interaction sessions similar to those in the pre-assessment. Participants were followed up every year in the laboratory for the next ten years (or until divorced or separated). Follow-up sessions included self-report measures and interaction tasks similar to those in the pre- and post- assessment phases.
<br /><br />

The Murray Research Archive has 255 videotapes from 63 couples' interaction sessions. The Murray Archive also maintains numeric file data and transcripts of the couple interaction sessions from these 63 couples, and numeric file data from the Interactional Dimensions Coding System (IDCS) data.",,10.7910/DVN/WRXUDQ,2022-09-07,2026-04-21T00:18:51,harvard-murray-archive,10.7910_DVN_WRXUDQ,v1.3,API-CALL
313,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/DKXOVB,1.2,"Factors Influencing Women to Return to School and the School Experience, 1972","The purpose of this research was to study women who had contacted the Center for Continuing Education of Women (CEW) at the University of Michigan to understand why they chose to continue their education, to examine the differences between those who returned to school and those who did not, and to identify those factors that affect the school experience.
<br />; <br />A random sample of 120 women who had contacted the Murray Archive from 1964-1972 received the questionnaire; 83 women responded, for a response rate of 69%. Most of the respondents were middle aged, married with children, and had some college education.<br />; <br />Data were collected by means of a mailed, self-administered questionnaire consisting of 115 precoded and open-ended items. The questionnaire items dealt with the respondent's past visit to CEW, reasons for returning to school, school experiences, the handling of school and family responsibilities, and background information (e.g., SES, parents' occupations, marital status). In addition, a self-rating personality and social attributes check list, a self-esteem measure, and the Marlowe-Crowne social desirability scale were included in the package.<br />; <br />The Murray Research Archive has numeric file data from 82 participants.",,10.7910/DVN/DKXOVB,2021-11-02,2026-04-21T00:19:05,harvard-murray-archive,10.7910_DVN_DKXOVB,v1.2,API-CALL
314,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/KFCRCZ,3.2,"Study of the Differential Impact of the Academic Environment on Students, 1973-1974","This study was designed to elicit college students' views and perceptions of the academic environment at their respective campuses. The major purposes of the study were: (1) to determine if different collegiate environments were similarly perceived and used by male and female students; and (2) to assess the impact of the collegiate environment on the development of sex role patterns.
<br /><br />  The sample consisted of freshmen and senior students from six Massachusetts colleges. The samples were drawn by randomly selecting names from student rosters from each of the schools. Approximately 2,000 questionnaires were distributed to students at the six participating schools in December, 1973. By the spring of 1974, 819 usable questionnaires had been returned.<br /><br />  The self-administered questionnaire explored factors which affected satisfaction with college and influenced the student's choice of college. It included items on career and marriage expectations, attitudes, interests, and future plans. Sex role attitudes were also investigated. In addition, objective data were collected from each of the six schools regarding health, athletic and residential facilities, admissions and financial aid, work grants and employment opportunities, curriculum and instruction, student counseling, and activities. Some objective data are confidential.
<br /><br/>The Murray Archive holds additional analogue materials for this study (paper records). If you would like to access this material, please apply to use the data.",,10.7910/DVN/KFCRCZ,2022-02-20,2026-04-21T00:19:13,harvard-murray-archive,10.7910_DVN_KFCRCZ,v3.2,API-CALL
315,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/VHNI4E,1.5,"Abortion Study, 1969-1974","This study examines the psychological outcomes of therapeutic abortion during the period immediately preceding the U.S. Supreme Court decision invalidating restrictive abortion laws. The sample was drawn from women requesting abortions at a large urban hospital in the northeast. The participants were interviewed by a psychiatrist before the abortion, 24 hours after the procedure, and at six weeks and six months postabortion. One hundred and two women participated in the study, 84 of whom participated in all four interviews.<br /><br />

Background data available includes demographic information, marital history, data on the parents and spouse, and emotional and medical history. Extensive clinical interviews were conducted at each of the four sessions. These covered the following topics: history of contraception, conception, and pregnancy; reasons for seeking abortion; ambivalence; past medical and emotional history; sexual behavior; object relationships; dreams; doubt, guilt, anger, shame, and general mood states;
predictions; diagnostic formulations; and changes in activities and life situation of the subject. Participants also completed the Minnesota Multiphasic Personality Inventory (MMPI) at the first and fourth testing times, and the Profile of Mood States (POMS) and Symptoms Rating Scale (SRS) at all four testing times. Some participants also completed the scales for femininity, socialization, and modernity from the California Personality Inventory (CPI) at the first and fourth meetings.<br /><br />

The Murray Archive holds copies of all paper data from the study. The Murray Archive also holds doctors' reports of initial interviews with approximately 2,300 additional patients who requested therapeutic abortions between 1969 and 1974. If you would like to access this material, please apply to use the data.",,10.7910/DVN/VHNI4E,2018-03-22,2026-04-21T00:19:23,harvard-murray-archive,10.7910_DVN_VHNI4E,v1.5,API-CALL
316,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/KWFHQL,3.2,"Terman Life Cycle Study of Children with High Ability, 1922-1986","This study began by comparing a group of children with high intelligence quotients with groups of children typical of the general population, to discover similarities and differences. Research was continued from the initial collection date of 1922 through the present, with follow-ups at approximately 5-year intervals, to explore long-term development of these children.
<br /><br />  Through a process of teacher nomination and intelligence testing, 1,470 children in California with an IQ of 135 or above, were selected. In 1927-28, 58 siblings of the participants were added as a comparison group. Of the 1,528 participants in the study, 856 were male and 672 were female. The average date of birth for the sample was 1910.<br /><br />  In 1922, parents filled out an extensive questionnaire describing the child's birth and previous health, educational and social experiences, interests, and conduct. The children's teachers filled out a similar questionnaire. The children took a battery of intelligence, achievement, and personality tests and answered questionnaires about their interests in and knowledge of many matters. Several of these procedures were repeated in 1928. In 1936, the primary source of data was questionnaires filled out by the participants and their spouses. The 1940 follow-up covered development of personality and temperament, and included an elaborate study of marital relationships. In 1950, a similar follow-up added a lengthy biographical data questionnaire. The 1945, 1955, and 1960 follow-ups were more modest, with the 1945 follow-up focusing on the effects of the WWII military effort on the participants. In 1972, 1977, and 1982, the follow-ups were oriented to problems of aging, such as life satisfactions, retirement, living arrangements, and health and vitality. The data collected in 1986 included questions about changes in well-being, time use, importance of religion, perspectives on life accomplishments, changes in family relationships, concerns and goals.
<br /><br />  The Murray Archive holds additional analogue materials for this study (microfiche copies of original record paper questionnaires from waves one through 12). Researchers seeking to access this material must apply to use the data.",,10.7910/DVN/KWFHQL,2018-11-13,2026-04-21T00:19:38,harvard-murray-archive,10.7910_DVN_KWFHQL,v3.2,API-CALL
317,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/6YGC2E,2.3,"Black Women Attorneys, 1978-1982","The purpose of this study was to examine the career mobility patterns of African American women in different areas of the legal profession. Specifically, the study examined influences on their selection of the legal profession, their comparative mobility in different practice settings, the impact of racism and sexism on their mobility, and the effect of this nontraditional career on their roles as women.
<br /><br />

Participants were 261 African American women attorneys from major cities in the United States including New York City, Chicago, Atlanta, San Francisco, Los Angeles, and Houston. A range of specialties was represented.<br /><br />

The participants completed a mailed, precoded questionnaire covering the following topics: family background, educational history, political activism, influences on career choice, work history, work setting and specialty area, and marriage issues such as support from spouse and division of household labor. In-depth interviews were conducted with approximately 60 respondents, covering the above topics in greater detail.<br /><br />

The Murray Research Archive holds transcripts of 12 interviews and numeric file data for 238 subjects.",,10.7910/DVN/6YGC2E,2022-09-02,2026-04-21T00:19:49,harvard-murray-archive,10.7910_DVN_6YGC2E,v2.3,API-CALL
318,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/0V4LGF,3.0,"UCLA Latino Home-School Research Project, 1989 - 2003","This longitudinal study was designed to explore whether the cultural values, beliefs, and actions of Latino families provide cultural models that supply children with productive foundations for success in school.
<br /><br /> Participants in the study were Spanish-speaking families with a child entering kindergarten in one of 13 classrooms selected from two different districts in greater Los Angeles.  In 1989, when the study began, 121 children and their families participated in an in-home interview.  Families were interviewed by phone in the spring and fall of each study year through the fall of 2002 and completed in-home interviews in the spring of 1993 and 1995.  A final follow-up interview was completed with the participating adolescents in 2003 and data were collected on their final year of high school and post-graduation activities.  Nested in the longitudinal cohort was a Case Sample of 32 randomly selected families.  These families were visited 3-6 times a year by caseworkers who collected more detailed information on family life.
<br /><br /> Interviews, in-home observations and child assessments were used to obtain data on family background, participation in in-home literacy and learning activities, attitudes toward schooling, aspirations and expectations concerning educational and occupational success, and parental attitudes with respect to fostering academic achievement.  Data were also collected to track the target children's attendance and performance throughout elementary, middle and high school.  <br /><br /> The Murray Archive holds spring and fall interviews from 1989 through 1999 along with teacher ratings and standardized testing information from those years.  Additionally, annual interviews with adolescents from 2000 through 2003, cultural identity scales, perceived life satisfaction scales, eco-cultural scales, and high school transcript data are available.",,10.7910/DVN/0V4LGF,2011-04-28,2026-04-21T00:20:00,harvard-murray-archive,10.7910_DVN_0V4LGF,v3.0,API-CALL
319,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/TMTUJE,1.2,"Prospective Study of 500 Second Graders, 1965-1979","This longitudinal study examined the stability, prevalence and predictive power of hyperkinetic types of behaviors, as well as the long-term outcomes of hyperkinetic children as compared to non-hyperkinetic children regarding academic achievement, employment, and social-interpersonal development.
<br /><br />  The sample consisted of 500 children enrolled in the second grade in 1965 with an even gender distribution. All came from a small town in rural Vermont. The subjects comprised two subsamples: children exhibiting hyperkinetic behaviors (although not formally diagnosed with hyperkinesis) and children presenting no hyperkinetic behaviors.<br /><br />  Measures in the study included the Huessy-Marshall Teacher Rating Scale (used in the 2nd, 4th, and 5th grades) and a review of school records (during the student's 9th and 12th grades) to assess activity level, attention span, learning and related problems (Huessy scale at 2nd, 4th, and 5th grade); grade point averages; academic achievement in English, mathematics, science, and social studies, as well as general achievement scores; level of intelligence; and social adjustment (School records in 9th and 12th grade). A structured interview was also used (at the age 21 follow-up) to assess such factors as educational background, employment history, marital status, self-perception, medical history, family background, military service, interactions with police and other authorities, drug use, and satisfaction with life.
<br /><br />  Follow-up is possible with the permission of the researchers.",,10.7910/DVN/TMTUJE,2018-02-13,2026-04-21T00:20:09,harvard-murray-archive,10.7910_DVN_TMTUJE,v1.2,API-CALL
320,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/DTIPAK,2.0,"Fear of Success in Undergraduates: A Replication of Horner's Work, 1971","These data were collected in part to replicate Horner's original study of fear of success in college students conducted in 1965 (Log# 00075). The major purposes of the study were (1) to investigate what aspects of the anticipation of success produce anxiety in women, and (2) to see whether during the six years between the gathering of Horner's and Hoffman's data, there had been a change in achievement orientations, particularly in the motive to avoid success.
<br />; <br />  The participants, 144 female and 101 male undergraduates, were recruited from introductory psychology courses offered in the fall of 1971 at a large midwestern university. Questionnaires were administered to the participants in two separate evening sessions. The instruments included six projective story cues, a test to measure achievement anxiety, some sentence completions, and a forced-choice questionnaire designed to examine attitudes about sex roles and women's achievements. The questionnaire also included items on background, career, and marriage expectations.
<br />; <br />  The Murray Research Archive has numeric file data, all original record paper data from the study, as well as a microfiche version of the original record paper data.",,10.7910/DVN/DTIPAK,2024-04-18,2026-04-21T00:20:22,harvard-murray-archive,10.7910_DVN_DTIPAK,v2.0,API-CALL
321,*,1,https://www.murray.harvard.edu,https://doi.org/10.7910/DVN/6U0TBK,1.2,"Indochinese Health and Adaptation Research Project, 1982-1985","This three-year longitudinal study of the migration and resettlement of 739 Southeast Asian refugees - 373 women, 366 men - in San Diego County, California examined the causal relationships between antecedent life stressors, mediating adaptational resources, and variables of adaptational outcome.
<br /><br />  The sample consisted of randomly selected adult participants from Chinese-Vietnamese, Hmong, Khmer, Lao, and Vietnamese ethnic groups, representing 437 households. Eligible participants ranged from 25 to 65 years of age. Initial data collection occurred in 1982 and 1983, with a second wave of data collection in 1984. Interview sessions with each participant typically lasted three hours utilizing a structured interview schedule. Interviewers were rigorously trained and ethnically matched with respondents.<br /><br />  The Murray Research Archive holds original record paper interviews and coded computer data from each wave. There are both computer and paper data for every cohort except Lao, for which there is only paper data.",,10.7910/DVN/6U0TBK,2022-09-27,2026-04-21T00:20:40,harvard-murray-archive,10.7910_DVN_6U0TBK,v1.2,API-CALL
